,accuracy,precision,recall,f1,loss
1108,1.0,0.9999999999944446,0.9999999999944446,0.9999999999444447,0.006134129129350185
1109,1.0,0.9999999999933333,0.9999999999933333,0.9999999999433333,0.01823432743549347
1110,1.0,0.9999999999928572,0.9999999999928572,0.9999999999428573,0.026321742683649063
1111,1.0,0.999999999990909,0.999999999990909,0.999999999940909,0.02399202436208725
1112,1.0,0.9999999999928572,0.9999999999928572,0.9999999999428573,0.0005173456156626344
1113,0.96875,0.9166666666590277,0.999999999990909,0.9565217390722117,0.042448386549949646
1114,1.0,0.9999999999875,0.9999999999875,0.9999999999375,0.0012903481256216764
1115,1.0,0.9999999999916667,0.9999999999916667,0.9999999999416667,0.005047563463449478
1116,1.0,0.9999999999923077,0.9999999999923077,0.9999999999423077,0.0021958043798804283
1117,1.0,0.99999999999,0.99999999999,0.99999999994,0.0007764729089103639
1118,0.96875,0.9285714285647959,0.9999999999923077,0.9629629629058984,0.09071771055459976
1119,1.0,0.9999999999933333,0.9999999999933333,0.9999999999433333,0.005477649625390768
1120,0.96875,0.9333333333271111,0.9999999999928572,0.965517241322711,0.06485626846551895
1121,1.0,0.9999999999857143,0.9999999999857143,0.9999999999357143,0.031315047293901443
1122,1.0,0.999999999990909,0.999999999990909,0.999999999940909,0.005925213452428579
1123,1.0,0.9999999999937501,0.9999999999937501,0.9999999999437501,0.0007686903700232506
1124,1.0,0.9999999999933333,0.9999999999933333,0.9999999999433333,0.010600331239402294
1125,1.0,0.9999999999928572,0.9999999999928572,0.9999999999428573,0.0509209930896759
1126,1.0,0.99999999999,0.99999999999,0.99999999994,0.003817617893218994
1127,1.0,0.9999999999928572,0.9999999999928572,0.9999999999428573,0.01017448864877224
1128,1.0,0.9999999999933333,0.9999999999933333,0.9999999999433333,0.015018709935247898
1129,0.96875,0.9090909090826447,0.99999999999,0.9523809523219955,0.03455043211579323
1130,1.0,0.9999999999933333,0.9999999999933333,0.9999999999433333,0.010004824958741665
1131,1.0,0.9999999999923077,0.9999999999923077,0.9999999999423077,0.003224112093448639
1132,1.0,0.9999999999933333,0.9999999999933333,0.9999999999433333,0.0629071593284607
1133,0.96875,0.9285714285647959,0.9999999999923077,0.9629629629058984,0.10827459394931793
1134,1.0,0.9999999999941177,0.9999999999941177,0.9999999999441178,0.0016127803828567266
1135,1.0,0.9999999999937501,0.9999999999937501,0.9999999999437501,0.0002260337205370888
1136,1.0,0.9999999999888889,0.9999999999888889,0.9999999999388889,0.014921615831553936
1137,1.0,0.9999999999952381,0.9999999999952381,0.9999999999452382,0.01857616938650608
1138,0.96875,0.9374999999941407,0.9999999999933333,0.9677419354276795,0.07909330725669861
1139,1.0,0.9999999999923077,0.9999999999923077,0.9999999999423077,0.002085306914523244
